Код филиала,Название,"Адрес, строка 1","Адрес, строка 2",Город,Район,Область/край,Страна,Индекс,Основной номер телефона,Веб-сайт,Основная категория,Дополнительные категории,Часы работы,Изображения,Описание,Доп. телефон,Моб. телефон,Ярлыки,"Номер телефона для расширения ""Адреса"" в AdWords"
2126,Ин-Тайм,"ул. Комарова, 3",,Первомайский,,Харьковская область,UA,00000, (67) 619-86-07,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:08:00:18:00,3:08:00:18:00,4:08:00:18:00,5:08:00:18:00,6:08:00:18:00,7:09:00:15:00",,"Первомайский (Хар.обл.) (склад № 1)",0 (800) 30-09-11,,,
1629,Ин-Тайм,"ТП с автостоянки №1, склад №352",,Одесса,,Одесская область,UA,00000, (67) 619-22-74,http://www.intime.ua,Почтовая служба,Курьерская служба,"1:07:00:15:00,2:07:00:15:00,3:07:00:15:00,4:07:00:15:00,5:07:00:15:00,7:07:00:15:00",,"Одесса Розовая 7-ой км (склад № 15 до 30кг)",0 (800) 30-09-11,,,
1016,Ин-Тайм,"ул. Ленина, 139",,Мироновка,,Киевская область,UA,00000, (67) 619-86-08,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Мироновка (склад № 1)",0 (800) 30-09-11,,,
0218,Ин-Тайм,"ул. Кирова, 114",,Ильинцы,,Винницкая область,UA,00000, (67) 619-86-10,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Ильинцы (склад № 1)",0 (800) 30-09-11,,,
2003,Ин-Тайм,"ул. С.Петлюры, 4",,Кременец,,Тернопольская область,UA,00000, (67) 619-86-09,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Кременец (склад № 1)",0 (800) 30-09-11,,,
1725,Ин-Тайм,"ул. Ленина, 116",,Полтава,,Полтавская область,UA,00000, (67) 619-21-06,http://www.intime.ua,Почтовая служба,Курьерская служба,пн-пт  8:00-19:00, сб  8:00-14:00, вс  выходной,,"Полтава Ленина (склад № 5 до 30кг)",0 (800) 30-09-11,,,
0537,Ин-Тайм,"ул. Артема, 43",,Димитров,,Донецкая область,UA,00000, (67) 619-86-12,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Димитров (склад № 1)",0 (800) 30-09-11,,,
1238,Ин-Тайм,"ул. Литвинова, 10",,Петрово,,Кировоградская область,UA,00000, (67) 619-86-11,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00",,"Петрово (склад № 1)",0 (800) 30-09-11,,,
1425,Ин-Тайм,"ул. Шевченко, 297в",,Львов,,Львовская область,UA,00000, (67) 619-20-34,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Львов Рясное (склад № 9 до 30кг)",0 (800) 30-09-11,,,
1630,Ин-Тайм,"ул. Нищинского, 1",,Ананьев,,Одесская область,UA,00000, (67) 619-25-08,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Ананьев (склад № 1)",0 (800) 30-09-11,,,
0610,Ин-Тайм,"ул. Толстого, 2",,Малин,,Житомирская область,UA,00000, (67) 610-04-69,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Малин (склад № 1)",0 (800) 30-09-11,,,
1017,Ин-Тайм,"ул. Независимости, 15",,Кагарлык,,Киевская область,UA,00000, (67) 619-23-99,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Кагарлык (склад № 1)",0 (800) 30-09-11,,,
1018,Ин-Тайм,"ул. Первомайская, 116",,Ракитное,,Киевская область,UA,00000, (67) 619-24-58,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Ракитное (Киевская обл.) (склад № 1)",0 (800) 30-09-11,,,
2419,Ин-Тайм,"ул. Ленина, 24",,Шпола,,Черкасская область,UA,00000, (67) 610-06-25,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:08:00:18:00,3:08:00:18:00,4:08:00:18:00,5:08:00:18:00,6:08:00:18:00,7:08:00:14:00",,"Шпола (склад № 1)",0 (800) 30-09-11,,,
2127,Ин-Тайм,"ул. Академика Павлова, площадка 024",,Харьков,,Харьковская область,UA,00000, (67) 619-36-61,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:08:00:17:00,3:08:00:17:00,4:08:00:17:00,5:08:00:17:00,7:08:00:15:00",,"Харьков Опт Барабашово (склад № 19)",0 (800) 30-09-11,,,
0538,Ин-Тайм,"ул. Карпинского, 1/10",,Соледар,,Донецкая область,UA,00000, (67) 610-07-05,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Соледар (склад № 1)",0 (800) 30-09-11,,,
0540,Ин-Тайм,"ул. Трифонова, 1",,Угледар,,Донецкая область,UA,00000, (67) 610-05-88,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Угледар (склад № 1)",0 (800) 30-09-11,,,
1426,Ин-Тайм,"ул. Ходоровская, 8",,Новый Роздол,,Львовская область,UA,00000, (67) 610-41-12,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Новый Роздол (склад № 1)",0 (800) 30-09-11,,,
2506,Ин-Тайм,"ул. Октябрьская, 7",,Мена,,Черниговская область,UA,00000, (67) 617-17-48,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Мена  (склад № 1)",0 (800) 30-09-11,,,
0416,Ин-Тайм,"ул. Ленина, 22",,Першотравенск,,Днепропетровская область,UA,00000, (67) 618-11-73,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Першотравенск (склад № 1)",0 (800) 30-09-11,,,
1802,Ин-Тайм,"ул. Белая, 5а",,Ровно,,Ровенская область,UA,00000, (67) 618-90-95,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Ровно Высоковольтный (склад № 2)",0 (800) 30-09-11,,,
1207,Ин-Тайм,"ул. Привокзальная, 1",,Долинская,,Кировоградская область,UA,00000, (67) 618-12-03,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:08:00:17:00,3:08:00:17:00,4:08:00:17:00,5:08:00:17:00,6:08:00:17:00,7:08:00:15:00",,"Долинская (склад № 1)",0 (800) 30-09-11,,,
1005,Ин-Тайм,"ул. Мира, 5",,Обухов,,Киевская область,UA,00000, (67) 618-11-52,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Обухов  (склад № 1)",0 (800) 30-09-11,,,
1403,Ин-Тайм,"ул. Сичинского, 1",,Львов,,Львовская область,UA,00000, (67) 618-11-04,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Львов Вашингтона (склад № 3)",0 (800) 30-09-11,,,
1406,Ин-Тайм,"ул. Шевченко, 52/12",,Самбор,,Львовская область,UA,00000, (67) 618-09-38,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Самбор  (склад № 1)",0 (800) 30-09-11,,,
0507,Ин-Тайм,"ул. Днепропетровская, 130а",,Красноармейск,,Донецкая область,UA,00000, (67) 619-71-29,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Красноармейск (склад № 1)",0 (800) 30-09-11,,,
2512,Ин-Тайм,"ул. Киевская, 140г/2",,Прилуки,,Черниговская область,UA,00000, (67) 619-71-28,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Прилуки  (склад № 1)",0 (800) 30-09-11,,,
2508,Ин-Тайм,"ул. Носовский шлях, 21б",,Нежин,,Черниговская область,UA,00000, (67) 617-73-80,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Нежин  (склад № 1)",0 (800) 30-09-11,,,
1033,Ин-Тайм,"ул. Броварская, 46",,Борисполь,,Киевская область,UA,00000, (67) 617-68-43,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Борисполь Броварская (склад № 2)",0 (800) 30-09-11,,,
0545,Ин-Тайм,"бул. Шевченко, 27",,Новогродовка,,Донецкая область,UA,00000, (67) 617-68-52,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Новогродовка (склад № 1)",0 (800) 30-09-11,,,
0824,Ин-Тайм,"ул. Запорожская, 39",,Орехов,,Запорожская область,UA,00000, (67) 617-08-44,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:14:00",,"Орехов (склад № 1)",0 (800) 30-09-11,,,
2212,Ин-Тайм,"ул. Паровозная, 4",,Херсон,,Херсонская область,UA,00000, (67) 613-87-45,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Херсон Транзит (склад № 2)",0 (800) 30-09-11,,,
1312,Ин-Тайм,"ул. Трудовая, 18",,Старобельск,,Луганская область,UA,00000, (67) 619-72-55,http://www.intime.ua,Почтовая служба,Курьерская служба,пн-пт  9:00-18:00, сб  9:00-14:00, вс  выходной,,"Старобельск (склад № 1)",0 (800) 30-09-11,,,
1706,Ин-Тайм,"ул. Гагарина, 76",,Гадяч,,Полтавская область,UA,00000, (67) 619-72-33,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Гадяч  (склад № 1)",0 (800) 30-09-11,,,
1716,Ин-Тайм,"ул. Ленина, 49",,Пирятин,,Полтавская область,UA,00000, (67) 619-73-63,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Пирятин (склад № 1)",0 (800) 30-09-11,,,
1318,Ин-Тайм,"ул. Челюскинцев, 4",,Сватово,,Луганская область,UA,00000, (67) 619-73-55,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:17:00,3:09:00:17:00,4:09:00:17:00,5:09:00:17:00,6:09:00:17:00,7:08:00:14:00",,"Сватово (склад № 1)",0 (800) 30-09-11,,,
1108,Ин-Тайм,"ул. Ревуцкого, 42б",,Киев,,Киев,UA,00000, (67) 612-20-22,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:20:00,3:09:00:20:00,4:09:00:20:00,5:09:00:20:00,6:09:00:20:00,7:09:00:15:00",,"Киев Бажана (склад № 8 до 30кг)",0 (800) 30-09-11,,,
1320,Ин-Тайм,"ул. Иванова, 76",,Рубежное,,Луганская область,UA,00000, (67) 612-20-30,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Рубежное (склад № 1)",0 (800) 30-09-11,,,
1006,Ин-Тайм,"ул. Киевская, 34",,Сквира,,Киевская область,UA,00000, (67) 612-20-55,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Сквира (склад № 1)",0 (800) 30-09-11,,,
0414,Ин-Тайм,"ул. Комсомольская, 2",,Новомосковск,,Днепропетровская область,UA,00000, (67) 612-20-33,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Новомосковск  (склад № 1)",0 (800) 30-09-11,,,
0207,Ин-Тайм,"ул. Грушевского, 49",,Казатин,,Винницкая область,UA,00000, (67) 618-88-14,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Казатин (склад № 1)",0 (800) 30-09-11,,,
0905,Ин-Тайм,"ул. Б.Хмельницкого, 27",,Долина,,Ивано-Франковская область,UA,00000, (67) 612-05-33,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Долина (склад № 1)",0 (800) 30-09-11,,,
0205,Ин-Тайм,"ул. Пушкинская, 15",,Могилев-Подольский,,Винницкая область,UA,00000, (67) 619-72-32,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Могилев-Подольский (склад № 1)",0 (800) 30-09-11,,,
1903,Ин-Тайм,"ул. Спасская, 19",,Глухов,,Сумская область,UA,00000, (67) 612-22-70,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Глухов (склад № 1)",0 (800) 30-09-11,,,
1204,Ин-Тайм,"ул. Фрунзе, 122б",,Знаменка,,Кировоградская область,UA,00000, (67) 618-80-28,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Знаменка Вокзальная (склад № 1 до 30кг)",0 (800) 30-09-11,,,
2408,Ин-Тайм,"ул. Шевченко, 103",,Золотоноша,,Черкасская область,UA,00000, (67) 619-97-98,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:08:00:18:00,3:08:00:18:00,4:08:00:18:00,5:08:00:18:00,6:08:00:18:00,7:08:00:14:00",,"Золотоноша (склад № 1)",0 (800) 30-09-11,,,
0825,Ин-Тайм,"ул. Карла Маркса, 142",,Пологи,,Запорожская область,UA,00000, (67) 619-97-33,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Пологи  (склад № 1)",0 (800) 30-09-11,,,
1608,Ин-Тайм,"ул. Академика Королёва, 74а",,Одесса,,Одесская область,UA,00000, (67) 612-77-19,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:20:00,3:09:00:20:00,4:09:00:20:00,5:09:00:20:00,6:09:00:20:00,7:09:00:15:00",,"Одесса Таирово (склад № 8 до 30кг)",0 (800) 30-09-11,,,
0707,Ин-Тайм,"ул. Шевченко, 27",,Иршава,,Закарпатская область,UA,00000, (67) 612-77-90,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Иршава (склад № 1)",0 (800) 30-09-11,,,
0903,Ин-Тайм,"ул. Василия Стуса, 8б",,Бурштын,,Ивано-Франковская область,UA,00000, (67) 612-77-10,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Бурштын  (склад № 1)",0 (800) 30-09-11,,,
0208,Ин-Тайм,"ул. Ленина, 196а",,Шаргород,,Винницкая область,UA,00000, (67) 618-90-87,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Шаргород (склад № 1)",0 (800) 30-09-11,,,
2119,Ин-Тайм,"ул. Жадановского, 13",,Чугуев,,Харьковская область,UA,00000, (67) 618-90-94,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Чугуев  (склад № 1)",0 (800) 30-09-11,,,
0421,Ин-Тайм,"ул. Рокоссовского, 1",,Кривой Рог,,Днепропетровская область,UA,00000, (67) 618-90-98,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:20:00,3:09:00:20:00,4:09:00:20:00,5:09:00:20:00,6:09:00:20:00,7:09:00:15:00",,"Кривой Рог 96 квартал (склад № 2 до 30кг)",0 (800) 30-09-11,,,
0506,Ин-Тайм,"ул. Фестивальная, 5",,Доброполье,,Донецкая область,UA,00000, (67) 618-90-88,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Доброполье (склад № 1)",0 (800) 30-09-11,,,
0214,Ин-Тайм,"ул. Лобача, 36",,Тульчин,,Винницкая область,UA,00000, (67) 618-90-89,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Тульчин (склад № 1)",0 (800) 30-09-11,,,
0602,Ин-Тайм,"ул. Победы, 13",,Житомир,,Житомирская область,UA,00000, (67) 618-90-97,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Житомир Победы (склад № 2 до 30кг)",0 (800) 30-09-11,,,
2402,Ин-Тайм,"ул. Ярославская, 8/1",,Черкассы,,Черкасская область,UA,00000, (67) 618-11-09,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:20:00,3:09:00:20:00,4:09:00:20:00,5:09:00:20:00,6:09:00:20:00,7:09:00:15:00",,"Черкассы Авторынок (склад № 2 до 30кг)",0 (800) 30-09-11,,,
0826,Ин-Тайм,"ул. Чапаева, 8",,Приморск,,Запорожская область,UA,00000, (67) 618-12-01,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Приморск (склад № 1)",0 (800) 30-09-11,,,
1635,Ин-Тайм,"прт Академика Глушко, 29",,Одесса,,Одесская область,UA,00000, (67) 619-24-80,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Одесса Глушко (склад № 57)",0 (800) 30-09-11,,,
0542,Ин-Тайм,"ул. К.Маркса, 65",,Славянск,,Донецкая область,UA,00000, (67) 613-90-97,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Славянск Центр (склад № 2)",0 (800) 30-09-11,,,
2608,Ин-Тайм,"ул. Черновола, 15",,Сокиряны,,Черновицкая область,UA,00000, (67) 619-31-90,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Сокиряны (склад № 1)",0 (800) 30-09-11,,,
2607,Ин-Тайм,"ул. Котовского, 57а",,Новоселица,,Черновицкая область,UA,00000, (67) 619-31-93,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Новоселица (склад № 1)",0 (800) 30-09-11,,,
0221,Ин-Тайм,"ул. Чехова, 29а",,Винница,,Винницкая область,UA,00000, (67) 619-31-79,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Винница Чехова (склад № 18)",0 (800) 30-09-11,,,
1637,Ин-Тайм,"ул. Мичурина, 33",,Любашевка,,Одесская область,UA,00000, (67) 617-37-25,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Любашевка (склад № 1)",0 (800) 30-09-11,,,
1510,Ин-Тайм,"ул. Шевченко, 185д",,Арбузинка,,Николаевская область,UA,00000, (67) 617-37-62,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Арбузинка (склад № 1)",0 (800) 30-09-11,,,
0614,Ин-Тайм,"ул. Покровского, 11",,Радомышль,,Житомирская область,UA,00000, (67) 617-37-66,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Радомышль (склад № 1)",0 (800) 30-09-11,,,
1327,Ин-Тайм,"ул. Пролетарская, 6/2",,Троицкое,,Луганская область,UA,00000, (67) 617-37-60,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:08:00:17:00,3:08:00:17:00,4:08:00:17:00,5:08:00:17:00,6:08:00:17:00,7:09:00:15:00",,"Троицкое (склад № 1)",0 (800) 30-09-11,,,
1511,Ин-Тайм,"ул. Свердлова, 34",,Кривое Озеро,,Николаевская область,UA,00000, (67) 617-37-28,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Кривое Озеро (склад № 1)",0 (800) 30-09-11,,,
0544,Ин-Тайм,"ул. Пятьдесят лет Октября, 30",,Дзержинск,,Донецкая область,UA,00000, (67) 617-28-96,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Дзержинск Центр (склад № 2)",0 (800) 30-09-11,,,
1912,Ин-Тайм,"ул. Роменца, 4",,Кролевец,,Сумская область,UA,00000, (67) 617-37-50,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Кролевец (склад № 1)",0 (800) 30-09-11,,,
1145,Ин-Тайм,"ул. Семьи Хохловых, 8",,Киев,,Киев,UA,00000, (67) 617-03-16,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Киев Семьи Хохловых (склад № 45)",0 (800) 30-09-11,,,
1729,Ин-Тайм,"ул. Киевская, 24",,Градижск,,Полтавская область,UA,00000, (67) 617-22-31,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Градижск (склад № 1)",0 (800) 30-09-11,,,
1512,Ин-Тайм,"ул. Героев Врадиевщины, 74",,Врадиевка,,Николаевская область,UA,00000, (67) 617-37-58,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Врадиевка (склад № 1)",0 (800) 30-09-11,,,
1032,Ин-Тайм,"ул. Октябрьская, 71 ",,Барышевка,,Киевская область,UA,00000, (67) 613-71-63,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Барышевка (склад № 1)",0 (800) 30-09-11,,,
1431,Ин-Тайм,"ул. Шептицкого, 7а",,Николаев,,Львовская область,UA,00000, (67) 612 38 50,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Николаев (Львовская область) (склад № 1)",0 (800) 30-09-11,,,
1815,Ин-Тайм,"ул. Независимости, 37",,Гоща,,Ровенская область,UA,00000, (67) 617-37-53,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Гоща (склад № 1)",0 (800) 30-09-11,,,
1816,Ин-Тайм,"ул. Киевская, 49а",,Корец,,Ровенская область,UA,00000,(067)617-37-52,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Корец (склад № 1)",0 (800) 30-09-11,,,
0437,Ин-Тайм,"ул. Садовая, 1а",,Марьянское,,Днепропетровская область,UA,00000, (67) 617-22-07,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:08:00:17:00,3:08:00:17:00,4:08:00:17:00,5:08:00:17:00,6:08:00:17:00,7:09:00:15:00",,"Марьянское (склад № 1)",0 (800) 30-09-11,,,
0438,Ин-Тайм,"ул. 40 лет Октября, 1а",,Покровское,,Днепропетровская область,UA,00000, (67) 617-22-18,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Покровское (склад № 1)",0 (800) 30-09-11,,,
